
Solucion numero: 1
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	3	12		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		421
	3	13		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		194
	3	14		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		361
	16	12		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12		347
	16	13		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12 - 13		30
	16	14		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 14		61
	0	17		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		229
	0	18		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		397
	1	0		1 - 0		193
	1	5		1 - 0 - 2 - 3 - 4 - 5		17
	1	6		1 - 0 - 2 - 3 - 4 - 5 - 6		325
	1	10		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		47
213
	1	11		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		300
145
	0	5		0 - 1 - 2 - 3 - 4 - 5		112
	0	6		0 - 1 - 2 - 3 - 4 - 5 - 6		205
	0	10		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		6
	1	15		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		253
203
	1	16		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		269
232
	1	17		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		373
317
	1	18		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		408
149
	2	3		2 - 0 - 1 - 16 - 4 - 3		77
	2	12		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		296
	2	13		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		345
	2	14		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		238
	3	0		3 - 2 - 0		434
	3	2		3 - 2		158
	3	4		3 - 2 - 0 - 1 - 16 - 4		436
	3	5		3 - 2 - 0 - 1 - 16 - 4 - 5		415
	3	6		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6		211
	3	10		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10		305
	3	11		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		156
	0	11		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		314
	0	1		0 - 1		444
	0	2		0 - 1 - 2		241
	3	15		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		38
	3	18		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		165
	4	3		4 - 3		206
	4	12		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12		78
	4	13		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12 - 13		358
	4	14		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 14		324
	5	3		5 - 4 - 3		332
	5	4		5 - 4		418
	8	3		8 - 7 - 6 - 4 - 3		74
	8	4		8 - 7 - 6 - 4		46
	8	12		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		307
	8	13		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		351
	8	14		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		70
	10	3		10 - 5 - 4 - 3		2
	10	4		10 - 5 - 4		245
	12	11		12 - 11		296
	13	12		13 - 12		361
	15	13		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12 - 13		206
	16	0		16 - 1 - 0		221
	16	5		16 - 1 - 0 - 2 - 3 - 4 - 5		166
	16	6		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6		375
	16	10		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10		10
	16	11		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 11		405
	0	3		0 - 1 - 2 - 3		396
	0	15		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		228
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		407
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		218
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		209
	18	3		18 - 5 - 4 - 3		193
	18	4		18 - 5 - 4		274
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		427
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		394
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		385
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		190
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		327
	7	3		7 - 6 - 4 - 3		336
	7	4		7 - 6 - 4		182
	7	6		7 - 6		194
	7	8		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		50
	7	12		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		225
	7	13		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		142
	7	14		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		39
	8	0		8 - 7 - 6 - 4 - 2 - 0		212
	8	1		8 - 7 - 6 - 4 - 2 - 0 - 1		108
	8	2		8 - 7 - 6 - 4 - 2		373
	3	8		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		125
	2	10		2 - 0 - 1 - 16 - 4 - 5 - 10		416
	8	5		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		363
	8	6		8 - 7 - 6		181
	8	7		8 - 7		416
	8	9		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		197
	8	10		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		275
	8	11		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		387
	2	11		2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		245
	1	7		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		231
	1	8		1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		8
	8	15		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		320
	8	17		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		404
	8	18		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		369
	9	8		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7 - 8		15
	10	0		10 - 5 - 4 - 2 - 0		279
	10	2		10 - 5 - 4 - 2		408
	7	18		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		392
	13	3		13 - 12 - 11 - 9 - 4 - 3		103
	9	0		9 - 4 - 2 - 0		312
	16	7		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		141
	17	10		17 - 10		375
	4	6		4 - 2 - 0 - 1 - 16 - 5 - 6		130
	16	4		16 - 1 - 0 - 2 - 4		370
	6	4		6 - 4		238
	15	4		15 - 0 - 1 - 2 - 4		72
	13	0		13 - 12 - 11 - 9 - 4 - 2 - 0		143
	18	2		18 - 5 - 4 - 2		59
	18	0		18 - 5 - 4 - 2 - 0		242
	6	1		6 - 4 - 2 - 0 - 1		378
	4	16		4 - 2 - 0 - 1 - 16		18
	2	15		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		352
	12	1		12 - 11 - 9 - 4 - 2 - 1		154
	10	11		10 - 5 - 4 - 2 - 0 - 15 - 11		372
	2	17		2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		281
	2	4		2 - 0 - 1 - 16 - 4		104
	18	7		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		164
	13	14		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		328
	11	10		11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		46
	12	2		12 - 11 - 9 - 4 - 2		236
	9	7		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		303
	10	9		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9		301
	13	8		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		111
	17	8		17 - 10 - 5 - 4 - 6 - 7 - 8		354
	7	9		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		437
	12	3		12 - 11 - 9 - 4 - 3		145
	12	18		12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		28
	12	13		12 - 11 - 9 - 4 - 2 - 0 - 15 - 13		75
	10	6		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		85
	15	7		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		382
	17	1		17 - 10 - 5 - 4 - 2 - 1		330
	7	16		7 - 6 - 4 - 2 - 0 - 1 - 16		113
	6	5		6 - 4 - 2 - 0 - 1 - 16 - 5		390
	5	16		5 - 4 - 2 - 0 - 1 - 16		137
	11	17		11 - 9 - 4 - 2 - 0 - 15 - 17		57
	18	12		18 - 5 - 4 - 2 - 0 - 15 - 11 - 12		315
	13	6		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		424
	12	4		12 - 11 - 9 - 4		2
	1	3		1 - 0 - 2 - 3		244
	11	15		11 - 9 - 4 - 2 - 0 - 15		340
	12	10		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		294
	15	0		15 - 0		306
	14	0		14 - 11 - 9 - 4 - 2 - 0		31
	9	1		9 - 4 - 2 - 0 - 1		163
	9	12		9 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		166
	17	11		17 - 10 - 5 - 4 - 9 - 11		42
	13	4		13 - 12 - 11 - 9 - 4		87
	14	18		14 - 11 - 9 - 4 - 2 - 1 - 16 - 18		218
	17	16		17 - 10 - 5 - 4 - 16		149
	15	16		15 - 0 - 1 - 2 - 3 - 4 - 5 - 16		172
	12	6		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		262
	3	17		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		188
	9	14		9 - 4 - 2 - 0 - 1 - 16 - 15 - 14		237
	12	9		12 - 11 - 9		261
	17	12		17 - 10 - 5 - 4 - 9 - 11 - 12		329
	16	2		16 - 1 - 0 - 2		36
	6	15		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		102
	15	3		15 - 0 - 1 - 2 - 3		31
	14	8		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		399
	12	16		12 - 11 - 9 - 4 - 2 - 1 - 16		348
	2	9		2 - 0 - 1 - 16 - 4 - 5 - 9		186
	1	2		1 - 0 - 2		159
	15	18		15 - 0 - 1 - 2 - 3 - 4 - 5 - 18		230
	6	17		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		244
	17	3		17 - 10 - 5 - 4 - 3		312
	11	16		11 - 9 - 4 - 2 - 1 - 16		63
	10	5		10 - 5		193
	1	4		1 - 0 - 2 - 4		234
	6	12		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		364
	7	15		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		44
	17	5		17 - 10 - 5		107
	0	4		0 - 1 - 2 - 4		288
	18	15		18 - 5 - 4 - 2 - 0 - 15		206
	14	3		14 - 11 - 9 - 4 - 3		203
	6	0		6 - 4 - 2 - 0		196
	3	16		3 - 2 - 0 - 1 - 16		386
	4	8		4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		0
	10	14		10 - 5 - 4 - 2 - 0 - 15 - 14		24
	17	15		17 - 10 - 5 - 4 - 15		272
	2	16		2 - 0 - 1 - 16		4
	9	17		9 - 4 - 2 - 0 - 1 - 16 - 17		295
	2	1		2 - 0 - 1		83
	7	17		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		441
	13	5		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		171
	15	12		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12		201
	14	2		14 - 11 - 9 - 4 - 2		352
	10	7		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		287
	10	16		10 - 5 - 4 - 2 - 1 - 16		273
	13	7		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		350
	7	11		7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		377
	18	10		18 - 5 - 4 - 2 - 0 - 15 - 11 - 10		152
	16	17		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10 - 17		153
	9	10		9 - 4 - 2 - 0 - 15 - 11 - 10		90
	11	14		11 - 9 - 4 - 2 - 0 - 15 - 14		45
	12	7		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		17
	9	15		9 - 4 - 2 - 0 - 1 - 16 - 15		310
	5	7		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7		95
	1	9		1 - 0 - 2 - 3 - 4 - 5 - 9		266
	17	6		17 - 10 - 5 - 4 - 6		298
	18	14		18 - 5 - 4 - 2 - 0 - 15 - 14		255
	12	5		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		223
	14	9		14 - 11 - 9		264
	12	14		12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		25
	6	11		6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		227
	18	11		18 - 5 - 4 - 2 - 0 - 15 - 11		266
	10	12		10 - 5 - 4 - 2 - 0 - 15 - 11 - 12		115
	10	13		10 - 5 - 4 - 2 - 0 - 15 - 13		167
	16	9		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9		302
	13	1		13 - 12 - 11 - 9 - 4 - 2 - 1		93
	15	14		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 14		289
	5	18		5 - 4 - 2 - 0 - 1 - 16 - 18		375
	6	2		6 - 4 - 2		311
	13	16		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16		175
	13	11		13 - 12 - 11		353
	9	13		9 - 4 - 2 - 0 - 1 - 16 - 15 - 13		100
	18	16		18 - 5 - 4 - 2 - 1 - 16		191
	9	5		9 - 4 - 2 - 0 - 1 - 16 - 5		313
	5	0		5 - 4 - 2 - 0		92
	11	13		11 - 9 - 4 - 2 - 0 - 15 - 13		60
	5	15		5 - 4 - 2 - 0 - 15		224
	12	8		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		239
	5	10		5 - 4 - 2 - 0 - 15 - 11 - 10		405
	16	3		16 - 1 - 0 - 2 - 3		129
	4	2		4 - 2		253
	5	13		5 - 4 - 2 - 0 - 1 - 16 - 15 - 13		368
	18	13		18 - 5 - 4 - 2 - 0 - 15 - 13		7
	14	12		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		439
	9	6		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6		326
	14	17		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17		148
	10	18		10 - 5 - 4 - 2 - 1 - 16 - 18		423
	14	5		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5		291
	14	16		14 - 11 - 9 - 4 - 2 - 1 - 16		234
	4	10		4 - 2 - 0 - 1 - 16 - 5 - 10		14
	6	14		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		180
	15	2		15 - 0 - 1 - 2		221
	11	12		11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		71
	12	17		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		124
	5	14		5 - 4 - 2 - 0 - 1 - 16 - 15 - 14		449
	13	17		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		446
	7	10		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		251
	5	9		5 - 4 - 2 - 0 - 15 - 11 - 9		23
	5	12		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		269
	14	11		14 - 11		318
	3	1		3 - 2 - 0 - 1		297
	14	15		14 - 11 - 9 - 4 - 2 - 0 - 15		418
	18	8		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		288
	5	2		5 - 4 - 2		415
	6	9		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		49
	14	4		14 - 11 - 9 - 4		181
	3	9		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9		133
	16	8		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		259
	17	2		17 - 10 - 5 - 4 - 2		383
	9	16		9 - 4 - 2 - 0 - 1 - 16		51
	14	7		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		433
	18	6		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		67
	5	11		5 - 4 - 2 - 0 - 15 - 11		341
	11	9		11 - 9		430
	17	13		17 - 10 - 5 - 4 - 15 - 13		425
	9	18		9 - 4 - 2 - 0 - 1 - 16 - 18		134
	13	2		13 - 12 - 11 - 9 - 4 - 2		131
	14	1		14 - 11 - 9 - 4 - 2 - 1		448
	4	5		4 - 2 - 0 - 1 - 16 - 5		58
	7	5		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		272
	14	10		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		228
	7	0		7 - 6 - 4 - 2 - 0		400
	15	5		15 - 0 - 1 - 2 - 3 - 4 - 5		19
	4	18		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 18		442
	11	18		11 - 9 - 4 - 2 - 1 - 16 - 18		151
	14	6		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		32
	4	15		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 15		86
	12	15		12 - 11 - 9 - 4 - 2 - 0 - 15		35
	15	9		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9		182
	5	1		5 - 4 - 2 - 1		20
	4	0		4 - 2 - 0		145
	10	1		10 - 5 - 4 - 2 - 1		26
	4	7		4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		398
	9	2		9 - 4 - 2		394
	6	16		6 - 4 - 2 - 0 - 1 - 16		231
	9	4		9 - 4		359
	17	4		17 - 10 - 5 - 4		435
	6	10		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		422
	13	15		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15		382
	17	18		17 - 10 - 5 - 4 - 16 - 18		64
	13	9		13 - 12 - 11 - 9		395
	10	8		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		308
	13	10		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		247
	13	18		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		66
	0	9		0 - 1 - 2 - 3 - 4 - 5 - 9		393
	4	9		4 - 2 - 0 - 1 - 16 - 5 - 9		146
	2	18		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		53
	10	17		10 - 5 - 4 - 2 - 0 - 15 - 17		214
	14	13		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13		271
	15	11		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11		388
	4	1		4 - 2 - 0 - 1		426
	17	9		17 - 10 - 5 - 4 - 9		339
	2	7		2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		5
	7	1		7 - 6 - 4 - 2 - 0 - 1		401
	15	10		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10		256
	18	1		18 - 5 - 4 - 2 - 1		292
	6	13		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		147
	7	2		7 - 6 - 4 - 2		240
	5	17		5 - 4 - 2 - 0 - 1 - 16 - 17		74
	10	15		10 - 5 - 4 - 2 - 0 - 15		376
	18	9		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9		55
	15	8		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		447
	8	16		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16		286
	18	5		18 - 5		2
	15	1		15 - 0 - 1		374
	6	18		6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		290
	2	5		2 - 0 - 1 - 16 - 4 - 5		263
	12	0		12 - 11 - 9 - 4 - 2 - 0		126
	0	7		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		420
	18	17		18 - 5 - 4 - 2 - 0 - 15 - 17		293
	17	14		17 - 10 - 5 - 4 - 15 - 14		195
	0	8		0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		122
	15	6		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6		292
	4	17		4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		276
	5	8		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 8		162
	4	11		4 - 2 - 0 - 1 - 16 - 5 - 9 - 11		170
	2	8		2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		177
	17	0		17 - 10 - 5 - 4 - 2 - 0		157
	15	17		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10 - 17		365
	2	0		2 - 0		395
	16	1		16 - 1		274
	17	7		17 - 10 - 5 - 4 - 6 - 7		240
	9	3		9 - 4 - 3		220
	6	3		6 - 4 - 3		107
	9	11		9 - 4 - 2 - 0 - 15 - 11		243


Solucion numero: 13
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	0	12		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		3
	0	13		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		361
	0	14		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		283
	1	12		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		106
152
	1	13		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		108
337
	1	14		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		394
208
	3	12		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		171
	3	13		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		119
	3	14		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		324
	16	12		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12		330
	16	13		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12 - 13		406
	16	14		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 14		256
	0	17		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		102
	0	18		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		172
	1	0		1 - 0		71
	1	5		1 - 0 - 2 - 3 - 4 - 5		306
	1	6		1 - 0 - 2 - 3 - 4 - 5 - 6		235
	1	10		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		301
407
	1	11		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		217
249
	0	5		0 - 1 - 2 - 3 - 4 - 5		65
	0	6		0 - 1 - 2 - 3 - 4 - 5 - 6		206
	0	10		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		6
	1	15		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		165
26
	1	16		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		118
238
	1	17		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		58
331
	1	18		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		46
388
	2	3		2 - 0 - 1 - 16 - 4 - 3		130
	2	12		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		432
	2	13		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		154
	2	14		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		375
	3	0		3 - 2 - 0		36
	3	2		3 - 2		438
	3	4		3 - 2 - 0 - 1 - 16 - 4		379
	3	5		3 - 2 - 0 - 1 - 16 - 4 - 5		252
	3	6		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6		195
	3	10		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10		215
	3	11		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		144
	0	11		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		429
	0	1		0 - 1		23
	0	2		0 - 1 - 2		436
	3	15		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		304
	3	18		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		207
	4	3		4 - 3		183
	4	12		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12		5
	4	13		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12 - 13		240
	4	14		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 14		139
	5	3		5 - 4 - 3		445
	5	4		5 - 4		139
	8	3		8 - 7 - 6 - 4 - 3		204
	8	4		8 - 7 - 6 - 4		52
	8	12		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		231
	8	13		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		254
	8	14		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		416
	10	3		10 - 5 - 4 - 3		53
	10	4		10 - 5 - 4		260
	12	11		12 - 11		45
	13	12		13 - 12		204
	15	13		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12 - 13		239
	16	0		16 - 1 - 0		389
	16	5		16 - 1 - 0 - 2 - 3 - 4 - 5		60
	16	6		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6		442
	16	10		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10		213
	16	11		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 11		358
	0	3		0 - 1 - 2 - 3		327
	0	15		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		448
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		300
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		35
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		401
	18	3		18 - 5 - 4 - 3		60
	18	4		18 - 5 - 4		276
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		237
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		79
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		301
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		414
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		290
